,words,ner,task
662,"['Пульс', '–', '108', 'уд', '/', 'мин', '.', ',', 'ритм', 'правильный', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PHY-START', 'PHY', 'O']",304
663,"['Артериальное', 'давление', '–', '150', '/', '90', 'мм', 'рт', '.', 'ст', '.', 'Печень', 'выступает', 'из-под', 'края', 'рѐберной', 'дуги', 'на', '1,5', 'см', '.', 'Селезѐнка', 'не', 'пальпируется', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",304
664,"['Отѐчность', 'голеней', '.']","['PAT-START', 'PAT', 'O']",304
665,"['Анализ', 'крови', ':', 'гемоглобин', '–', '64', 'г', '/', 'л', ',', 'эритроциты', '–', '1,8', '×', '10', '12', '/', 'л', ',', 'тромбоциты', '–', '180', '×', '10', '9', '/', 'л', ',', 'лейкоциты', '–', '4,2', '×', '10', '9', '/', 'л', ',', 'СОЭ', '–', '56', 'мм', '/', 'ч', '.', 'Анализ', 'мочи', ':', 'удельный', 'вес', '–', '1010', ',', 'белок', '–', '1,2%', ',', 'в', 'осадке', 'до', '40', 'эритроцитов', 'в', 'поле', 'зрения', ',', 'холестерин', 'сыворотки', 'крови', '–', '6,4', 'ммоль', '/', 'л', ',', 'креатинин', 'сыворотки', 'крови', '–', '124', 'мкмоль', '/', 'л', ',', 'общий', 'белок', 'сыворотки', 'крови', '–', '51', 'г', '/', 'л', ',', 'альбумин', '–', '25', 'г', '/', 'л', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",304
666,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",304
667,"['Назовите', 'предполагаемый', 'диагноз', '.']","['O', 'O', 'O', 'O']",304
668,"['2', '.', 'Предложите', 'план', 'дополнительного', 'обследования', 'больного', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",304
669,"['3', '.', 'Чем', 'обусловлены', 'изменения', 'лабораторных', 'показателей', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",304
670,"['4', '.', 'С', 'какими', 'заболеваниями', 'проводится', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",304
671,"['5', '.', 'Предложите', 'план', 'лечения', '.']","['O', 'O', 'O', 'O', 'O', 'O']",304
672,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '372', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '305', '[', 'K003179', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', 'Н', '.', '49', 'лет', 'поступил', 'с', 'приѐма', 'врача-терапевта', 'участкового', 'в', 'терапевтическое', 'отделение', 'с', 'жалобами', 'на', 'повышение', 'температуры', 'тела', 'до', '38,2', '°', 'С', 'с', 'ознобом', ',', 'одышку', ',', 'кашель', 'со', 'скудной', 'мокротой', ',', 'боль', 'в', 'правом', 'боку', 'при', 'глубоком', 'дыхании', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
673,"['Болен', 'в', 'течение', '5', 'дней', '.']","['O', 'O', 'O', 'O', 'O', 'O']",305
674,"['Объективно', ':', 'состояние', 'средней', 'тяжести', ',', 'цианоз', 'губ', ',', 'кожные', 'покровы', 'бледные', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",305
675,"['Левая', 'половина', 'грудной', 'клетки', 'отстаѐт', 'при', 'дыхании', ',', 'под', 'лопаткой', 'слева', 'укорочение', 'перкуторного', 'звука', ',', 'там', 'же', 'выслушивается', 'крепитация', ',', 'частота', 'дыхательных', 'движений', '(', 'ЧДД', ')', '–', '25', 'в', 'мин', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
676,"['Тоны', 'сердца', 'приглушены', ',', 'ритмичны', ',', 'пульс', '–', '100', 'уд', '/', 'мин', '.', ',', 'артериальное', 'давление', '(', 'АД', ')', '–', '100', '/', '70', 'мм', 'рт', '.', 'ст', '.', 'Живот', 'мягкий', ',', 'безболезненный', ',', 'печень', 'и', 'селезѐнка', 'не', 'увеличены', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PHY-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PHY-START', 'PHY', 'O', 'PHY-START', 'O', 'PHY-START', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",305
677,"['Отѐков', 'нет', '.']","['PHY-START', 'PHY', 'O']",305
678,"['На', 'рентгенограмме', 'в', 'области', 'нижней', 'доли', 'левого', 'лѐгкого', 'выявлена', 'инфильтрация', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
679,"['В', 'гемограмме', ':', 'гемоглобин', '–', '126', 'г', '/', 'л', ';', 'лейкоциты', '–', '12', 'тысяч', ',', 'палочкоядерные', '–', '11%', ',', 'сегментоядерные', '–', '46%', ',', 'СОЭ', '–', '38мм', '/', 'час', '.']","['O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
680,"['Больному', 'был', 'назначен', 'Ампициллин', '1000000', 'ЕД', 'в', '/', 'м', '6', 'раз', 'в', 'сутки', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
681,"['На', '5', 'день', 'лечения', 'состояние', 'больного', 'ухудшилось', ',', 'температура', 'тела', 'повысилась', 'до', '40,1', '°', 'С', ',', 'появилась', 'обильная', 'гнойная', 'мокрота', ',', 'наросли', 'признаки', 'интоксикации', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O']",305
682,"['На', 'компьютерной', 'томографии', 'лѐгких', 'в', 'нижней', 'доле', 'слева', 'выявлена', 'полость', 'до', '1,2', 'см', 'в', 'диаметре', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",305
683,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",305
684,"['Поставьте', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",305
685,"['2', '.', 'Какие', 'методы', 'исследования', 'необходимы', 'в', 'данном', 'случае', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
686,"['3', '.', 'Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
687,"['4', '.', 'С', 'какими', 'заболеваниями', 'следует', 'провести', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
688,"['5', '.', 'Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",305
689,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '373', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '306', '[', 'K003180', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'оставим', 'Больной', '44', 'лет', 'жалуется', 'на', 'боль', 'в', 'левом', 'подреберье', 'с', 'иррадиацией', 'в', 'левую', 'надключичную', 'область', ',', 'усиливающуюся', 'при', 'глубоком', 'дыхании', ',', 'тошноту', ',', 'рвоту', 'с', 'примесью', 'желчи', ',', 'кашель', 'с', 'мокротой', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",306
690,"['Около', '6', 'часов', 'назад', 'появился', 'озноб', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'O']",306
691,"['Затем', 'боль', 'в', 'левом', 'подреберье', ',', 'рвота', 'съеденной', 'пищей', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",306
692,"['Вызванной', 'бригадой', 'скорой', 'медицинской', 'помощи', 'диагностирован', 'острый', 'гастрит', ',', 'введены', 'анальгетики', 'и', 'спазмолитики', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",306
693,"['После', 'некоторого', 'облегчения', 'боли', 'возобновились', '(', '2', 'часа', 'назад', ')', ',', 'была', 'повторная', 'рвота', '.']","['O', 'O', 'O', 'PAT-START', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'O']",306
694,"['При', 'осмотре', 'врачом', 'вновь', 'вызванной', 'скорой', 'медицинской', 'помощи', 'больной', 'лежит', 'на', 'левом', 'боку', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",306
695,"['Состояние', 'средней', 'тяжести', ',', 'слева', 'над', 'проекцией', 'нижней', 'доли', 'определяется', 'крепитация', ',', 'частота', 'дыхательных', 'движений', '(', 'ЧДД', ')', '–', '26', 'в', 'минуту', ',', 'АД', '–', '110', '/', '70', 'мм', 'рт', '.', 'ст', '.', 'Тоны', 'сердца', 'приглушены', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'PAT-START', 'PAT', 'PAT', 'O']",306
696,"['Ритм', 'правильный', ',', '96', 'в', 'минуту', '.']","['PHY-START', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",306
697,"['Живот', 'мягкий', ',', 'при', 'пальпации', 'болезненный', 'в', 'эпигастрии', '.']","['PHY-START', 'PHY', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",306
698,"['Температура', 'тела', '39,4', '°', 'С', '.', 'На', 'ЭКГ', ':', 'ритм', 'синусовый', ',', 'нормальное', 'положение', 'электрической', 'оси', 'сердца', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'PHY-START', 'PHY', 'O', 'PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'O']",306
699,"['При', 'рентгенографии', '–', 'затемнение', 'над', 'диафрагмой', 'и', 'в', 'нижней', 'доле', 'слева', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",306
700,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",306
701,"['Поставьте', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",306
702,"['2', '.', 'Какие', 'методы', 'исследования', 'необходимы', 'в', 'данном', 'случае', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",306
703,"['3', '.', 'Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",306
704,"['4', '.', 'С', 'какими', 'заболеваниями', 'следует', 'провести', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",306
705,"['5', '.', 'Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",306
706,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '374', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '307', '[', 'K003181', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Больной', '35', 'лет', 'госпитализирован', 'в', 'стационар', 'после', 'осмотра', 'на', 'дому', 'врачом', '-', 'терапевтом', 'участковым', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",307
707,"['Жалобы', 'на', 'мучительный', 'сухой', 'кашель', 'с', 'отделением', 'небольшого', 'количества', 'вязкой', 'слизистой', 'мокроты', ',', 'одышку', ',', 'боль', 'в', 'левом', 'боку', 'при', 'глубоком', 'дыхании', 'и', 'кашле', ',', 'резкую', 'общую', 'слабость', '.']","['O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",307
708,"['Заболел', '3', 'дня', 'назад', '.']","['O', 'O', 'O', 'O', 'O']",307
709,"['Днѐм', 'переохладился', ',', 'вечером', 'внезапно', 'почувствовал', 'озноб', ',', 'общую', 'слабость', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'PAT', 'O']",307
710,"['Температура', 'тела', 'повысилась', 'до', '39,6', '°', 'С', ',', 'ознобы', 'не', 'повторялись', ',', 'температура', 'оставалась', 'на', 'высоких', 'цифрах', ',', 'присоединился', 'кашель', ',', 'одышка', 'и', 'затем', 'боль', 'в', 'боку', 'при', 'дыхании', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PAT-START', 'O', 'PAT-START', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",307
711,"['Объективно', ':', 'состояние', 'тяжѐлое', '.']","['O', 'O', 'O', 'O', 'O']",307
712,"['Акроцианоз', '.']","['PAT-START', 'O']",307
713,"['Крылья', 'носа', 'раздуваются', 'при', 'дыхании', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",307
714,"['Гиперемия', 'щѐк', ',', 'больше', 'слева', ',', 'небольшой', 'цианоз', 'слизистых', ',', 'на', 'губах', 'герпес', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",307
715,"['Левая', 'половина', 'грудной', 'клетки', 'отстаѐт', 'при', 'дыхании', ',', 'в', 'верхних', 'отделах', 'еѐ', 'усиление', 'голосового', 'дрожания', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",307
716,"['При', 'перкуссии', 'притупление', 'слева', 'в', 'верхних', 'отделах', ',', 'здесь', 'же', 'определяется', 'бронхиальное', 'дыхание', 'высокого', 'тембра', ',', 'шум', 'трения', 'плевры', 'спереди', ',', 'хрипов', 'не', 'слышно', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'PHY', 'PHY', 'O']",307
717,"['Частота', 'дыхательных', 'движений', '(', 'ЧДД', ')', '–', '32', 'в', 'минуту', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",307
718,"['Над', 'остальной', 'поверхностью', 'лѐгких', 'дыхание', 'везикулярное', ',', 'хрипов', 'нет', '.']","['PHY-START', 'PHY', 'PHY', 'PHY', 'PHY', 'PHY', 'O', 'PHY-START', 'PHY', 'O']",307
719,"['Пульс', '–', '112', 'в', 'минуту', ',', 'ритмичный', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PHY-START', 'O']",307
720,"['Артериальное', 'давление', '–', '100', '/', '60', 'мм', 'рт', '.', 'ст', '.', 'Вопросы', ':', '1', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'O', 'O']",307
721,"['Поставьте', 'наиболее', 'вероятный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O']",307
722,"['2', '.', 'Какие', 'методы', 'исследования', 'необходимы', 'в', 'данном', 'случае', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",307
723,"['3', '.', 'Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",307
724,"['4', '.', 'С', 'какими', 'заболеваниями', 'следует', 'провести', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",307
725,"['5', '.', 'Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",307
726,"['СЗ_Лечебное', 'дело', '(', 'ч', '.4', ')', '–', '2017', '375', 'СИТУАЦИОННАЯ', 'ЗАДАЧА', '308', '[', 'K003182', ']', 'Инструкция', ':', 'ОЗНАКОМЬТЕСЬ', 'С', 'СИТУАЦИЕЙ', 'И', 'ДАЙТЕ', 'РАЗВЕРНУТЫЕ', 'ОТВЕТЫ', 'НА', 'ВОПРОСЫ', 'Основная', 'часть', 'Вызов', 'на', 'дом', 'врача-терапевта', 'участкового', 'к', 'больной', '33', 'лет', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
727,"['Предъявляет', 'жалобы', 'на', 'резкую', 'одышку', 'смешанного', 'типа', ',', 'кашель', 'с', 'отделением', 'незначительного', 'количества', 'слизистой', 'вязкой', 'мокроты', ',', 'резкую', 'общую', 'слабость', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",308
728,"['Страдает', 'приступами', 'удушья', '4', 'года', '.']","['O', 'O', 'O', 'O', 'O', 'O']",308
729,"['Многократно', 'лечилась', 'в', 'стационаре', '.']","['O', 'O', 'O', 'O', 'O']",308
730,"['В', 'процессе', 'лечения', 'неоднократно', 'применялись', 'короткие', 'курсы', 'кортикостероидной', 'терапии', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
731,"['Приступы', 'обычно', 'купировались', 'ингаляциями', 'Беротека', ',', 'таблетками', 'Теофиллина', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
732,"['Неделю', 'назад', 'переболела', 'острой', 'респираторной', 'вирусной', 'инфекцией', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
733,"['Лечилась', 'домашними', 'средствами', '.']","['O', 'O', 'O', 'O']",308
734,"['На', 'этом', 'фоне', 'приступы', 'стали', 'повторяться', 'по', '5', '–', '6', 'раз', 'в', 'день', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
735,"['В', 'течение', 'последних', 'суток', 'одышка', 'не', 'исчезает', '.']","['O', 'O', 'O', 'O', 'PAT-START', 'O', 'O', 'O']",308
736,"['Ингаляции', 'Беротека', 'уменьшали', 'одышку', 'на', 'короткое', 'время', ',', 'в', 'связи', 'с', 'чем', 'больная', 'пользовалась', 'препаратом', '6', '–', '8', 'раз', 'в', 'день', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
737,"['Объективно', ':', 'состояние', 'тяжѐлое', '.']","['O', 'O', 'O', 'O', 'O']",308
738,"['Больная', 'не', 'может', 'лежать', 'из-за', 'одышки', '.']","['O', 'O', 'O', 'O', 'O', 'PAT-START', 'O']",308
739,"['Кожа', 'бледная', ',', 'небольшой', 'цианоз', '.']","['PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'O']",308
740,"['Грудная', 'клетка', 'эмфизематозна', ',', 'перкуторный', 'звук', 'коробочный', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'O']",308
741,"['Дыхание', 'резко', 'ослаблено', ',', 'местами', 'определяется', 'с', 'трудом', '.']","['PAT-START', 'PAT', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'O']",308
742,"['Выход', 'удлинѐн', ',', 'на', 'выходе', 'высокотональные', 'свистящие', 'хрипы', '.']","['PAT-START', 'PAT', 'O', 'PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",308
743,"['ЧДД', '–', '26', 'в', 'мин', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'O']",308
744,"['Тоны', 'сердца', 'приглушены', '.']","['PAT-START', 'PAT', 'PAT', 'O']",308
745,"['Пульс', '–', '120', 'уд', '/', 'мин', '.', ',', 'ритмичный', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'O', 'O', 'PHY-START', 'O']",308
746,"['Артериальное', 'давление', '(', 'АД', ')', '–', '150', '/', '95', 'мм', 'рт', '.', 'ст', '.', 'Живот', 'мягкий', ',', 'безболезненный', '.']","['PAT-START', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PAT', 'PHY-START', 'PHY', 'O', 'PHY-START', 'O']",308
747,"['Госпитализирована', 'в', 'стационар', '.']","['O', 'O', 'O', 'O']",308
748,"['Вопросы', ':', '1', '.']","['O', 'O', 'O', 'O']",308
749,"['Поставьте', 'наиболее', 'вероятный', 'предварительный', 'диагноз', '.']","['O', 'O', 'O', 'O', 'O', 'O']",308
750,"['2', '.', 'Какие', 'методы', 'исследования', 'необходимы', 'для', 'уточнения', 'диагноза', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
751,"['3', '.', 'Какое', 'лечение', 'следует', 'назначить', 'данному', 'больному', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
752,"['4', '.', 'С', 'какими', 'заболеваниями', 'следует', 'провести', 'дифференциальный', 'диагноз', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
753,"['5', '.', 'Какие', 'симптомы', 'являются', 'обязательными', 'для', 'данного', 'заболевания', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",308
