st_pos;end_pos;text;label
9142;9216;. Вопросы : 1 . Назовите предполагаемый диагноз . 2 . Предложите план дополнительного обследования больного ? 3 . Какая стадия заболевания ? 4 . С какими заболеваниями следует провести дифференциальный диагноз ? 5 . Предложите план лечения . СЗ_Лечебное дело ( ч .4 ) – 2017 370 СИТУАЦИОННАЯ ЗАДАЧА 303 [ K003201 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Мужчина 56 лет в течение 12 лет отмечает ;_
9217;9225;повышение уровня мочевой кислоты до 850 мкмоль / л ;патологический признак[683]
9226;9233;. Нерегулярно принимает Аллопуринол . Отмечал несколько приступов ;_
9234;9240;артрита в области локтевых и плечевых суставов ;патологический признак[684]
9241;9249;за последние 2 года . В течение 3 лет ;_
9250;9260;повышение АД до 200 / 120 мм рт . ст . ;патологический признак[685]
9261;9280;Лечение комбинацией ингибиторов АПФ – Эналаприл 10 мг и блокаторов медленных кальциевых каналов – Амлодипин 10 мг  неэффективно . ;_
9281;9283;Масса тела избыточная ;патологический признак[686]
9284;9285;. Отмечена ;_
9286;9290;пастозность лица и нижних конечностей ;патологический признак[687]
9291;9291;. ;_
9292;9296;Температура тела 36,6 ° С ;физиологический признак[688]
9297;9297;. ;_
9298;9312;Имеются тофусы в области проксимальных межфаланговых суставов с обеих сторон , в области локтевых суставов ;патологический признак[689]
9313;9315;. В лѐгких ;_
9316;9317;дыхание везикулярное ;физиологический признак[690]
9318;9320;. Сердце : ;_
9321;9322;тоны правильные ;физиологический признак[691]
9323;9323;, ;_
9324;9327;80 в мин . ;физиологический признак[692]
9328;9328;, ;_
9329;9333;акцент II тона над аортой ;патологический признак[693]
9334;9334;. ;_
9335;9336;Живот мягкий ;физиологический признак[694]
9337;9337;, ;_
9338;9338;безболезненный ;физиологический признак
9339;9339;. ;_
9340;9340;Печень ;физиологический признак
9341;9341;и ;_
9342;9344;селезѐнка не увеличены ;физиологический признак[695]
9345;9348;. Анализ крови : ;_
9349;9354;Нв – 110 г / л ;патологический признак[696]
9355;9355;, ;_
9356;9363;лейкоциты – 5,4 × 10 9 / л ;физиологический признак[697]
9364;9364;, ;_
9365;9370;СОЭ – 12 мм / ч ;физиологический признак[698]
9371;9375;. Общий анализ мочи : ;_
9376;9381;относительная плотность 1,008 г / л ;физиологический признак[699]
9382;9382;, ;_
9383;9388;белок – 0,066 г / л ;физиологический признак[700]
9389;9389;, ;_
9390;9397;лейкоциты – 3 – 4 в поле зрения ;физиологический признак[701]
9398;9398;, ;_
9399;9405;цилиндры – до 15 в поле зрения ;патологический признак[702]
9406;9406;, ;_
9407;9409;кристаллы мочевой кислоты ;патологический признак[703]
9410;9410;. ;_
9411;9418;Креатинин сыворотки крови – 200 мкмоль / л ;патологический признак[704]
9419;9502;. Вопросы : 1 . Поставьте наиболее вероятный диагноз . 2 . Какие методы исследования необходимы в данном случае ? 3 . Какое лечение следует назначить данному больному ? 4 . С какими заболеваниями следует провести дифференциальный диагноз ? 5 . Какие симптомы являются обязательными для данного заболевания ? СЗ_Лечебное дело ( ч .4 ) – 2017 371 СИТУАЦИОННАЯ ЗАДАЧА 304 [ K003202 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больная А . 24 лет жалуется на ;_
9503;9504;головную боль ;патологический признак[705]
9505;9505;, ;_
9506;9506;слабость ;патологический признак
9507;9507;, ;_
9508;9510;боли в суставах ;патологический признак[706]
9511;9518;. Больна 3 года . Заболевание началось с ;_
9519;9520;высокой температуры ;патологический признак[707]
9521;9522;, появления ;_
9523;9528;эритематозной сыпи на туловище и конечностях ;патологический признак[708]
9529;9529;и ;_
9530;9530;макрогематурии ;патологический признак
9531;9549;. Получала нерегулярно Преднизолон 30 мг в сутки , но в дальнейшем от лечения отказалась . Спустя год возник ;_
9550;9550;артрит ;патологический признак
9551;9552;, появилось ;_
9553;9555;генерализованное увеличение лимфоузлов ;патологический признак[709]
9556;9560;. При обследовании был выявлен ;_
9561;9561;перикардит ;патологический признак
9562;9562;, ;_
9563;9563;плеврит ;патологический признак
9564;9576;. Настоящее ухудшение в течение 2 месяцев . Объективно : состояние тяжѐлое . ;_
9577;9578;Питание пониженное ;патологический признак[710]
9579;9579;. ;_
9580;9582;Кожные покровы сухие ;патологический признак[711]
9583;9584;, отмечаются ;_
9585;9590;участки эритематозной сыпи на коже спины ;патологический признак[712]
9591;9591;. ;_
9592;9600;Пальпируются увеличенные лимфатические узлы до 1 см в диаметре ;патологический признак[713]
9601;9602;. Отмечается ;_
9603;9603;скованность ;патологический признак
9604;9604;, ;_
9605;9609;отѐчность в межфаланговых суставах кистей ;патологический признак[714]
9610;9610;. ;_
9611;9612;Деформаций нет ;физиологический признак[715]
9613;9613;. ;_
9614;9621;Дыхание ослабленное в нижних отделах с обеих сторон ;патологический признак[716]
9622;9624;, там же ;_
9625;9627;притупление при перкуссии ;патологический признак[717]
9628;9628;. ;_
9629;9636;Сердце расширено в поперечнике ( 14,5 см ) ;патологический признак[718]
9637;9637;, ;_
9638;9639;тоны глухие ;патологический признак[719]
9640;9640;. ;_
9641;9646;Пульс – 108 уд / мин ;патологический признак[720]
9647;9648;. , ;_
9649;9650;ритм правильный ;физиологический признак[721]
9651;9651;. ;_
9652;9662;Артериальное давление – 150 / 90 мм рт . ст . ;патологический признак[722]
9663;9671;Печень выступает из-под края рѐберной дуги на 1,5 см ;патологический признак[723]
9672;9672;. ;_
9673;9675;Селезѐнка не пальпируется ;физиологический признак[724]
9676;9676;. ;_
9677;9678;Отѐчность голеней ;патологический признак[725]
9679;9682;. Анализ крови : ;_
9683;9688;гемоглобин – 64 г / л ;патологический признак[726]
9689;9689;, ;_
9690;9697;эритроциты – 1,8 × 10 12 / л ;патологический признак[727]
9698;9698;, ;_
9699;9706;тромбоциты – 180 × 10 9 / л ;патологический признак[728]
9707;9707;, ;_
9708;9715;лейкоциты – 4,2 × 10 9 / л ;физиологический признак[729]
9716;9716;, ;_
9717;9722;СОЭ – 56 мм / ч ;патологический признак[730]
9723;9726;. Анализ мочи : ;_
9727;9730;удельный вес – 1010 ;физиологический признак[731]
9731;9731;, ;_
9732;9734;белок – 1,2% ;патологический признак[732]
9735;9735;, ;_
9736;9743;в осадке до 40 эритроцитов в поле зрения ;патологический признак[733]
9744;9744;, ;_
9745;9752;холестерин сыворотки крови – 6,4 ммоль / л ;патологический признак[734]
9753;9753;, ;_
9754;9761;креатинин сыворотки крови – 124 мкмоль / л ;патологический признак[735]
9762;9762;, ;_
9763;9771;общий белок сыворотки крови – 51 г / л ;патологический признак[736]
9772;9772;, ;_
9773;9778;альбумин – 25 г / л ;патологический признак[737]
9779;9862;. Вопросы : 1 . Назовите предполагаемый диагноз . 2 . Предложите план дополнительного обследования больного ? 3 . Чем обусловлены изменения лабораторных показателей ? 4 . С какими заболеваниями проводится дифференциальный диагноз ? 5 . Предложите план лечения . СЗ_Лечебное дело ( ч .4 ) – 2017 372 СИТУАЦИОННАЯ ЗАДАЧА 305 [ K003179 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной Н . 49 лет поступил с приѐма врача-терапевта участкового в терапевтическое отделение с жалобами на ;_
9863;9871;повышение температуры тела до 38,2 ° С с ознобом ;патологический признак[738]
9872;9872;, ;_
9873;9873;одышку ;патологический признак
9874;9874;, ;_
9875;9878;кашель со скудной мокротой ;патологический признак[739]
9879;9879;, ;_
9880;9886;боль в правом боку при глубоком дыхании ;патологический признак[740]
9887;9899;. Болен в течение 5 дней . Объективно : состояние средней тяжести , ;_
9900;9901;цианоз губ ;патологический признак[741]
9902;9902;, ;_
9903;9905;кожные покровы бледные ;патологический признак[742]
9906;9906;. ;_
9907;9913;Левая половина грудной клетки отстаѐт при дыхании ;патологический признак[743]
9914;9914;, ;_
9915;9920;под лопаткой слева укорочение перкуторного звука ;патологический признак[744]
9921;9921;, ;_
9922;9925;там же выслушивается крепитация ;патологический признак[745]
9926;9926;, ;_
9927;9936;частота дыхательных движений ( ЧДД ) – 25 в мин ;патологический признак[746]
9937;9937;. ;_
9938;9940;Тоны сердца приглушены ;патологический признак[747]
9941;9941;, ;_
9942;9942;ритмичны ;физиологический признак
9943;9943;, ;_
9944;9949;пульс – 100 уд / мин ;патологический признак[748]
9950;9951;. , ;_
9952;9965;артериальное давление ( АД ) – 100 / 70 мм рт . ст . ;патологический признак[749]
9966;9967;Живот мягкий ;физиологический признак[750]
9968;9968;, ;_
9969;9969;безболезненный ;физиологический признак
9970;9970;, ;_
9971;9971;печень ;физиологический признак
9972;9972;и ;_
9973;9975;селезѐнка не увеличены ;физиологический признак[751]
9976;9976;. ;_
9977;9978;Отѐков нет ;физиологический признак[752]
9979;9979;. ;_
9980;9989;На рентгенограмме в области нижней доли левого лѐгкого выявлена инфильтрация ;патологический признак[753]
9990;9993;. В гемограмме : ;_
9994;9999;гемоглобин – 126 г / л ;патологический признак[754]
10000;10000;"; ";_
10001;10004;лейкоциты – 12 тысяч ;патологический признак[755]
10005;10005;, ;_
10006;10008;палочкоядерные – 11% ;патологический признак[756]
10009;10009;, ;_
10010;10012;сегментоядерные – 46% ;патологический признак[757]
10013;10013;, ;_
10014;10018;СОЭ – 38мм / час ;патологический признак[758]
10019;10041;. Больному был назначен Ампициллин 1000000 ЕД в / м 6 раз в сутки . На 5 день лечения состояние больного ухудшилось , ;_
10042;10048;температура тела повысилась до 40,1 ° С ;патологический признак[759]
10049;10050;, появилась ;_
10051;10053;обильная гнойная мокрота ;патологический признак[760]
10054;10058;, наросли признаки интоксикации . ;_
10059;10073;На компьютерной томографии лѐгких в нижней доле слева выявлена полость до 1,2 см в диаметре ;патологический признак[761]
10074;10156;. Вопросы : 1 . Поставьте наиболее вероятный диагноз . 2 . Какие методы исследования необходимы в данном случае ? 3 . Какое лечение следует назначить данному больному ? 4 . С какими заболеваниями следует провести дифференциальный диагноз ? 5 . Какие симптомы являются обязательными для данного заболевания ? СЗ_Лечебное дело ( ч .4 ) – 2017 373 СИТУАЦИОННАЯ ЗАДАЧА 306 [ K003180 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть оставим Больной 44 лет жалуется на ;_
10157;10171;боль в левом подреберье с иррадиацией в левую надключичную область , усиливающуюся при глубоком дыхании ;патологический признак[762]
10172;10172;, ;_
10173;10173;тошноту ;патологический признак
10174;10174;, ;_
10175;10178;рвоту с примесью желчи ;патологический признак[763]
10179;10179;, ;_
10180;10182;кашель с мокротой ;патологический признак[764]
10183;10188;. Около 6 часов назад появился ;_
10189;10189;озноб ;патологический признак
10190;10190;. ;_
10191;10195;Затем боль в левом подреберье ;патологический признак[765]
10196;10196;, ;_
10197;10199;рвота съеденной пищей ;патологический признак[766]
10200;10217;. Вызванной бригадой скорой медицинской помощи диагностирован острый гастрит , введены анальгетики и спазмолитики . После некоторого облегчения ;_
10218;10218;боли ;патологический признак
10219;10227;возобновились ( 2 часа назад ) , была повторная ;_
10228;10228;рвота ;патологический признак
10229;10247;. При осмотре врачом вновь вызванной скорой медицинской помощи больной лежит на левом боку . Состояние средней тяжести , ;_
10248;10254;слева над проекцией нижней доли определяется крепитация ;патологический признак[767]
10255;10255;, ;_
10256;10265;частота дыхательных движений ( ЧДД ) – 26 в минуту ;патологический признак[768]
10266;10266;, ;_
10267;10276;АД – 110 / 70 мм рт . ст . ;физиологический признак[769]
10277;10279;Тоны сердца приглушены ;патологический признак[770]
10280;10280;. ;_
10281;10282;Ритм правильный ;физиологический признак[771]
10283;10283;, ;_
10284;10286;96 в минуту ;патологический признак[772]
10287;10287;. ;_
10288;10289;Живот мягкий ;физиологический признак[773]
10290;10290;, ;_
10291;10295;при пальпации болезненный в эпигастрии ;патологический признак[774]
10296;10296;. ;_
10297;10301;Температура тела 39,4 ° С ;патологический признак[775]
10302;10305;. На ЭКГ : ;_
10306;10307;ритм синусовый ;физиологический признак[776]
10308;10308;, ;_
10309;10313;нормальное положение электрической оси сердца ;физиологический признак[777]
10314;10314;. ;_
10315;10325;При рентгенографии – затемнение над диафрагмой и в нижней доле слева ;патологический признак[778]
10326;10419;. Вопросы : 1 . Поставьте наиболее вероятный диагноз . 2 . Какие методы исследования необходимы в данном случае ? 3 . Какое лечение следует назначить данному больному ? 4 . С какими заболеваниями следует провести дифференциальный диагноз ? 5 . Какие симптомы являются обязательными для данного заболевания ? СЗ_Лечебное дело ( ч .4 ) – 2017 374 СИТУАЦИОННАЯ ЗАДАЧА 307 [ K003181 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной 35 лет госпитализирован в стационар после осмотра на дому врачом - терапевтом участковым . Жалобы на ;_
10420;10429;мучительный сухой кашель с отделением небольшого количества вязкой слизистой мокроты ;патологический признак[779]
10430;10430;, ;_
10431;10431;одышку ;патологический признак
10432;10432;, ;_
10433;10441;боль в левом боку при глубоком дыхании и кашле ;патологический признак[780]
10442;10442;, ;_
10443;10445;резкую общую слабость ;патологический признак[781]
10446;10457;. Заболел 3 дня назад . Днѐм переохладился , вечером внезапно почувствовал ;_
10458;10458;озноб ;патологический признак
10459;10459;, ;_
10460;10461;общую слабость ;патологический признак[782]
10462;10462;. ;_
10463;10469;Температура тела повысилась до 39,6 ° С ;патологический признак[783]
10470;10481;, ознобы не повторялись , температура оставалась на высоких цифрах , присоединился ;_
10482;10482;кашель ;патологический признак
10483;10483;, ;_
10484;10484;одышка ;патологический признак
10485;10486;и затем ;_
10487;10491;боль в боку при дыхании ;патологический признак[784]
10492;10497;. Объективно : состояние тяжѐлое . ;_
10498;10498;Акроцианоз ;патологический признак
10499;10499;. ;_
10500;10504;Крылья носа раздуваются при дыхании ;патологический признак[785]
10505;10505;. ;_
10506;10510;Гиперемия щѐк , больше слева ;патологический признак[786]
10511;10511;, ;_
10512;10514;небольшой цианоз слизистых ;патологический признак[787]
10515;10515;, ;_
10516;10518;на губах герпес ;патологический признак[788]
10519;10519;. ;_
10520;10534;Левая половина грудной клетки отстаѐт при дыхании , в верхних отделах еѐ усиление голосового дрожания ;патологический признак[789]
10535;10535;. ;_
10536;10542;При перкуссии притупление слева в верхних отделах ;патологический признак[790]
10543;10543;, ;_
10544;10550;здесь же определяется бронхиальное дыхание высокого тембра ;патологический признак[791]
10551;10551;, ;_
10552;10555;шум трения плевры спереди ;патологический признак[792]
10556;10556;, ;_
10557;10559;хрипов не слышно ;физиологический признак[793]
10560;10560;. ;_
10561;10570;Частота дыхательных движений ( ЧДД ) – 32 в минуту ;патологический признак[794]
10571;10571;. ;_
10572;10577;Над остальной поверхностью лѐгких дыхание везикулярное ;физиологический признак[795]
10578;10578;, ;_
10579;10580;хрипов нет ;физиологический признак[796]
10581;10581;. ;_
10582;10586;Пульс – 112 в минуту ;патологический признак[797]
10587;10587;, ;_
10588;10588;ритмичный ;физиологический признак
10589;10589;. ;_
10590;10600;Артериальное давление – 100 / 60 мм рт . ст . ;патологический признак[798]
10601;10690;Вопросы : 1 . Поставьте наиболее вероятный диагноз . 2 . Какие методы исследования необходимы в данном случае ? 3 . Какое лечение следует назначить данному больному ? 4 . С какими заболеваниями следует провести дифференциальный диагноз ? 5 . Какие симптомы являются обязательными для данного заболевания ? СЗ_Лечебное дело ( ч .4 ) – 2017 375 СИТУАЦИОННАЯ ЗАДАЧА 308 [ K003182 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Вызов на дом врача-терапевта участкового к больной 33 лет . Предъявляет жалобы на резкую ;_
10691;10693;одышку смешанного типа ;патологический признак[799]
10694;10694;, ;_
10695;10702;кашель с отделением незначительного количества слизистой вязкой мокроты ;патологический признак[800]
10703;10703;, ;_
10704;10706;резкую общую слабость ;патологический признак[801]
10707;10767;. Страдает приступами удушья 4 года . Многократно лечилась в стационаре . В процессе лечения неоднократно применялись короткие курсы кортикостероидной терапии . Приступы обычно купировались ингаляциями Беротека , таблетками Теофиллина . Неделю назад переболела острой респираторной вирусной инфекцией . Лечилась домашними средствами . На этом фоне приступы стали повторяться по 5 – 6 раз в день . В течение последних суток ;_
10768;10768;одышка ;патологический признак
10769;10803;не исчезает . Ингаляции Беротека уменьшали одышку на короткое время , в связи с чем больная пользовалась препаратом 6 – 8 раз в день . Объективно : состояние тяжѐлое . Больная не может лежать из-за ;_
10804;10804;одышки ;патологический признак
10805;10805;. ;_
10806;10807;Кожа бледная ;патологический признак[802]
10808;10808;, ;_
10809;10810;небольшой цианоз ;патологический признак[803]
10811;10811;. ;_
10812;10814;Грудная клетка эмфизематозна ;патологический признак[804]
10815;10815;, ;_
10816;10818;перкуторный звук коробочный ;патологический признак[805]
10819;10819;. ;_
10820;10822;Дыхание резко ослаблено ;патологический признак[806]
10823;10823;, ;_
10824;10827;местами определяется с трудом ;патологический признак[807]
10828;10828;. ;_
10829;10830;Выход удлинѐн ;патологический признак[808]
10831;10831;, ;_
10832;10836;на выходе высокотональные свистящие хрипы ;патологический признак[809]
10837;10837;. ;_
10838;10842;ЧДД – 26 в мин ;патологический признак[810]
10843;10843;. ;_
10844;10846;Тоны сердца приглушены ;патологический признак[811]
10847;10847;. ;_
10848;10853;Пульс – 120 уд / мин ;патологический признак[812]
10854;10855;. , ;_
10856;10856;ритмичный ;физиологический признак
10857;10857;. ;_
10858;10871;Артериальное давление ( АД ) – 150 / 95 мм рт . ст . ;патологический признак[813]
10872;10873;Живот мягкий ;физиологический признак[814]
10874;10874;, ;_
10875;10875;безболезненный ;физиологический признак
10876;10973;. Госпитализирована в стационар . Вопросы : 1 . Поставьте наиболее вероятный предварительный диагноз . 2 . Какие методы исследования необходимы для уточнения диагноза ? 3 . Какое лечение следует назначить данному больному ? 4 . С какими заболеваниями следует провести дифференциальный диагноз ? 5 . Какие симптомы являются обязательными для данного заболевания ? СЗ_Лечебное дело ( ч .4 ) – 2017 376 СИТУАЦИОННАЯ ЗАДАЧА 309 [ K003183 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной 52 лет 3 день после операции аппендэктомии . При попытке подняться с постели внезапно появилась ;_
10974;10974;одышка ;патологический признак
10975;10975;, ;_
10976;10977;сухой кашель ;патологический признак[815]
10978;10978;, ;_
10979;10986;давящая боль по всей передней поверхности грудной клетки ;патологический признак[816]
10987;10987;, ;_
10988;10990;резкая общая слабость ;патологический признак[817]
10991;10994;, через сутки присоединилось ;_
10995;10995;кровохаркание ;патологический признак
10996;11002;. Объективно : состояние средней тяжести , ;_
11003;11003;цианоз ;патологический признак
11004;11004;, ;_
11005;11007;набухание шейных вен ;патологический признак[818]
11008;11010;. В лѐгких ;_
11011;11012;дыхание везикулярное ;физиологический признак[819]
11013;11013;, ;_
11014;11015;хрипов нет ;физиологический признак[820]
11016;11016;. ;_
11017;11026;Частота дыхательных движений ( ЧДД ) – 36 в минуту ;патологический признак[821]
11027;11027;. ;_
11028;11030;Тоны сердца приглушены ;патологический признак[822]
11031;11031;, ;_
11032;11033;ритм правильный ;физиологический признак[823]
11034;11034;, ;_
11035;11040;акцент 2 тона на лѐгочной артерии ;патологический признак[824]
11041;11043;. ЭКГ : ;_
11044;11044;правограмма ;патологический признак
11045;11045;, ;_
11046;11051;глубокий зубец S в I отведении ;патологический признак[825]
11052;11052;, ;_
11053;11068;зубец Q в III отведении , глубиной 1 / 3 зубца R и продолжительностью 0,02 секунды ;патологический признак[826]
11069;11069;. ;_
11070;11081;Депрессия сегмента SТ и отрицательный зубец Т в V1 – V3 отведениях ;патологический признак[827]
11082;11082;, ;_
11083;11088;высокие зубцы Р в стандартных отведениях ;патологический признак[828]
11089;11175;. Вопросы : 1 . Поставьте наиболее вероятный диагноз . 2 . Какие методы исследования необходимы в данном случае ? 3 . Какое лечение следует назначить данному больному ? 4 . С какими заболеваниями следует провести дифференциальный диагноз ? 5 . Какие симптомы являются обязательными для данного заболевания ? СЗ_Лечебное дело ( ч .4 ) – 2017 377 СИТУАЦИОННАЯ ЗАДАЧА 310 [ K003184 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть Больной 53 лет самотеком обратился в поликлинику с жалобами на ;_
11176;11187;интенсивную давящую боль за грудиной с иррадиацией в шею , левую руку ;патологический признак[829]
11188;11196;. Из анамнеза : около 6 месяцев отмечает приступы ;_
11197;11210;давящих болей за грудиной , возникающих во время физической нагрузки , исчезающих в покое ;патологический признак[830]
11211;11217;. Объективно : состояние средней тяжести , ;_
11218;11219;бледность кожи ;патологический признак[831]
11220;11220;, ;_
11221;11221;акроцианоз ;патологический признак
11222;11222;. ;_
11223;11228;Пальпация грудной клетки болезненности не вызывает ;физиологический признак[832]
11229;11231;. В лѐгких ;_
11232;11233;дыхание везикулярное ;физиологический признак[833]
11234;11234;, ;_
11235;11236;хрипов нет ;физиологический признак[834]
11237;11237;. ;_
11238;11244;Границы сердца расширены влево до средино-ключичной линии ;патологический признак[835]
11245;11245;. ;_
11246;11248;Тоны сердца глухие ;патологический признак[836]
11249;11249;, ;_
11250;11251;ритм правильный ;физиологический признак[837]
11252;11252;. ;_
11253;11258;Пульс – 96 уд / мин ;патологический признак[838]
11259;11260;. , ;_
11261;11261;ритмичный ;физиологический признак
11262;11262;. ;_
11263;11272;АД – 150 / 90 мм рт . ст . ;патологический признак[839]
11273;11274;ЭКГ : ;_
11275;11276;ритм синусовый ;физиологический признак[840]
11277;11277;, ;_
11278;11292;смещение сегмента SТ в I и II отведениях ниже изолинии , сливается с зубцом Т ;патологический признак[841]
11293;11293;, ;_
11294;11300;в III отведении сегмент SТ ниже изолинии ;патологический признак[842]
11301;11301;, ;_
11302;11306;патологический зубец Q не выявляется ;физиологический признак[843]
11307;11400;. Пациент срочно госпитализирован . Вопросы : 1 . Поставьте наиболее вероятный диагноз . 2 . Какие лечебные мероприятия необходимо провести такому больному на амбулаторном этапе ? 3 . Какие диагностические мероприятия необходимо провести такому больному на стационарном этапе ? 4 . С какими заболеваниями следует провести дифференциальный диагноз ? 5 . Какие симптомы являются обязательными для данного заболевания ? СЗ_Лечебное дело ( ч .4 ) – 2017 378 СИТУАЦИОННАЯ ЗАДАЧА 311 [ K003185 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ оставляем Основная часть Больная 29 лет жалуется на ;_
11401;11409;резкую одышку , заставляющую еѐ принимать вынужденное положение сидя ;патологический признак[844]
11410;11410;, ;_
11411;11419;кашель с отделением мокроты , диффузно окрашенной свежей кровью ;патологический признак[845]
11420;11433;. Наблюдается у врача-терапевта участкового по поводу заболевания сердца . Около 5 лет отмечает ;_
11434;11437;одышку при физической нагрузке ;патологический признак[846]
11438;11438;, ;_
11439;11448;периодический кашель , сухой или со скудным количеством светлой мокроты ;патологический признак[847]
11449;11449;. ;_
11450;11455;Иногда замечала в мокроте прожилки крови ;патологический признак[848]
11456;11467;. Накануне поступления в больницу работала физически . Ночью проснулась из-за приступа ;_
11468;11468;удушья ;патологический признак
11469;11480;и скорой помощью доставлена в стационар . Объективно : состояние тяжѐлое . ;_
11481;11483;Румянец на щеках ;патологический признак[849]
11484;11484;. ;_
11485;11489;Выраженный цианоз губ и языка ;патологический признак[850]
11490;11490;. ;_
11491;11492;Отѐков нет ;физиологический признак[851]
11493;11495;. В лѐгких ;_
11496;11497;дыхание везикулярное ;физиологический признак[852]
11498;11498;, ;_
11499;11507;мелкопузырчатые влажные хрипы с обеих сторон в нижних отделах ;патологический признак[853]
11508;11508;. ;_
11509;11518;Частота дыхательных движений ( ЧДД ) – 26 в мин ;патологический признак[854]
11519;11522;. При аускультации сердца ;_
11523;11524;ритм правильный ;физиологический признак[855]
11525;11525;, ;_
11526;11528;88 в минуту ;физиологический признак[856]
11529;11529;, ;_
11530;11539;хлопающий 1 тон и щелчок открытия митрального клапана на верхушке ;патологический признак[857]
11540;11540;, ;_
11541;11546;акцент 2 тона на лѐгочной артерии ;патологический признак[858]
11547;11547;, ;_
11548;11558;диастолический шум с пресистолическим усилением на верхушке и в 5 точке ;патологический признак[859]
11559;11559;. ;_
11560;11562;Печень не увеличена ;физиологический признак[860]
11563;11563;. ;_
11564;11565;Живот мягкий ;физиологический признак[861]
11566;11566;, ;_
11567;11569;безболезненный при пальпации ;физиологический признак[862]
11570;11658;. Вопросы : 1 . Поставьте наиболее вероятный диагноз . 2 . Какие методы исследования необходимы в данном случае ? 3 . Какое лечение следует назначить данному больному ? 4 . С какими заболеваниями следует провести дифференциальный диагноз ? 5 . Какие симптомы являются обязательными для данного заболевания ? СЗ_Лечебное дело ( ч .4 ) – 2017 379 СИТУАЦИОННАЯ ЗАДАЧА 312 [ K003186 ] Инструкция : ОЗНАКОМЬТЕСЬ С СИТУАЦИЕЙ И ДАЙТЕ РАЗВЕРНУТЫЕ ОТВЕТЫ НА ВОПРОСЫ Основная часть 32 - летний больной на приѐме у врача-терапевта участкового с жалобами на ;_
11659;11667;периодически возникающие давящие загрудинные боли при умеренной физической нагрузке ;патологический признак[863]
11668;11668;, ;_
11669;11672;перебои в работе сердца ;патологический признак[864]
11673;11673;и ;_
11674;11676;периодические потери сознания ;патологический признак[865]
11677;11694;, которые появились около полугода назад . Брат больного умер внезапно в молодом возрасте . При осмотре – ;_
11695;11698;кожные покровы без особенностей ;физиологический признак[866]
11699;11699;, ;_
11700;11704;ЧДД – 19 в минуту ;физиологический признак[867]
11705;11705;, ;_
11706;11711;ЧСС – 88 ударов в минуту ;физиологический признак[868]
11712;11712;, ;_
11713;11714;ритм неправильный ;патологический признак[869]
11715;11719;. При аускультации сердца – ;_
11720;11727;систолический шум в 3 – 4 межреберье слева ;патологический признак[870]
11728;11728;. ;_
11729;11738;АД – 115 / 75 мм рт . ст . ;физиологический признак[871]
11739;11741;Печень не увеличена ;физиологический признак[872]
11742;11742;. ;_
11743;11744;Отѐков нет ;физиологический признак[873]
11745;11750;. При суточном мониторировании ЭКГ выявлена ;_
11751;11753;частая желудочковая экстрасистолия ;патологический признак[874]
11754;11754;и ;_
11755;11758;короткие пароксизмы желудочковой тахикардии ;патологический признак[875]
11759;11761;. При эхокардиографии ;_
11762;11769;толщина межжелудочковой перегородки в диастолу – 1,7 см ;патологический признак[876]
11770;11770;, ;_
11771;11777;задней стенки левого желудочка – 1,3 см ;патологический признак[877]
11778;11778;, ;_
11779;11787;размер полости левого желудочка в диастолу – 4,2 см ;физиологический признак[878]
